aa_id,name,slug,creator_name,creator_slug,intelligence_index,coding_index,math_index,mmlu_pro,gpqa,hle,livecodebench,scicode,math_500,aime,price_1m_input,price_1m_output,price_1m_blended,output_tokens_per_second,time_to_first_token_seconds,raw_data,source,has_benchmarks,data_source,id,display_name,input_cost_per_m,output_cost_per_m,api_provider,openrouter_id,hallucination_rate,hallucination_source,hallucination_note,factual_consistency_rate,hallucination_answer_rate,hallucination_source_url,vectara_model_name,math_500_source,math_500_source_url,reasoning_score,reasoning_score_benchmarks,reasoning_score_method,reasoning_score_zscore,reasoning_score_sd,reasoning_score_hdi_2.5,reasoning_score_hdi_97.5,humaneval_score,humaneval_source,mbpp_score,mbpp_source,humaneval_source_url,mbpp_source_url,ccs,ccs_sd,ccs_100,ccs_method,mixeval_score,mixeval_hard_score,arena_rank_overall,arena_rank_expert,arena_rank_hard,arena_rank_coding,arena_rank_math,arena_rank_creative,arena_rank_instruction,arena_rank_longer,cfs,cfs_sd,cfs_100,cfs_method,css,css_sd,css_100,css_method,general_quality,general_quality_source,summedits_score,summedits_ci_lower,summedits_ci_upper,summedits_num_domains,crs,crs_sd,crs_100,crs_method,tau2,terminalbench_hard,swebench_verified,swebench_score_type,swebench_source,swebench_source_url,swebench_notes,cae,cae_sd,cae_100,cae_method,original_name,swebench_lite,refusal_rate,measured_ttft_seconds,context_length,context_window_k,archetype,arena_elo,openlm_organization,openlm_license,api_model_id,summedits_billsum,summedits_ectsum,summedits_news,summedits_podcast,summedits_qmsumm,summedits_sales_call,summedits_sales_email,summedits_samsum,summedits_scitldr,summedits_shakespeare,ifbench,aime_25,lcr,organization,license,arena_rank,ranking_date,math_500_note,bbh_score,gpqa_score_hf,mmlu_pro_score_hf,math_lvl5_score,arena_elo_text,quality_score,terminalbench_hard_imputed,lcr_imputed,ifbench_imputed
217b34ec-5920-4fc1-8886-6a70a324837d,Mistral 7B Instruct,mistral-7b-instruct,Mistral,mistral,1.0,,,0.245,0.177,0.043,0.046,0.024,0.121,0.0,0.25,0.25,0.25,115.782,0.377,"{'id': '217b34ec-5920-4fc1-8886-6a70a324837d', 'name': 'Mistral 7B Instruct', 'slug': 'mistral-7b-instruct', 'release_date': '2023-09-27', 'model_creator': {'id': 'b5c0639a-cc9c-443b-a07e-bae6b7088933', 'name': 'Mistral', 'slug': 'mistral'}, 'evaluations': {'artificial_analysis_intelligence_index': 1, 'artificial_analysis_coding_index': None, 'artificial_analysis_math_index': None, 'mmlu_pro': 0.245, 'gpqa': 0.177, 'hle': 0.043, 'livecodebench': 0.046, 'scicode': 0.024, 'math_500': 0.121, 'aime': 0, 'aime_25': None, 'ifbench': None, 'lcr': None, 'terminalbench_hard': None, 'tau2': None}, 'pricing': {'price_1m_blended_3_to_1': 0.25, 'price_1m_input_tokens': 0.25, 'price_1m_output_tokens': 0.25}, 'median_output_tokens_per_second': 115.782, 'median_time_to_first_token_seconds': 0.377, 'median_time_to_first_answer_token': 0.377}",artificial_analysis_api,True,artificial_analysis,217b34ec-5920-4fc1-8886-6a70a324837d,Mistral 7B Instruct,0.25,0.25,mistral,mistralai/mistral-7b-instruct,9.5,vectara_leaderboard_old_dataset,From Vectara HHEM-2.3 old dataset (Mistral-7B-Instruct-v0.3),90.5,100.0,https://github.com/vectara/hallucination-leaderboard/tree/hhem-2.3-old-dataset,Mistral-7B-Instruct-v0.3,artificial_analysis,https://artificialanalysis.ai,0.0,0,bayesian_latent_factor,-1.447,0.26,-16.15,13.5,29.3,Mistral 7B,50.0,Mistral 7B,https://arxiv.org/abs/2310.06825,https://arxiv.org/abs/2310.06825,-1.856,0.213,0.0,bayesian,42.0,8.0,,,,,,,,,-2.511,0.37,2.8,bayesian,-0.229,0.86,61.7,bayesian,-4.68,predicted,70.98,65.66,76.3,10,-1.687,0.286,0.0,bayesian,,-0.05480287024123586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1571576163549482,,-0.25337167701419055,,,,,,24.03725427191849,3.9149888143176734,23.057033096926716,3.0211480362537766,,,True,True,True
222fb320-6e55-4672-846a-b6d5a24a45f4,Gemma 3 4B Instruct,gemma-3-4b,Google,google,14.7,6.4,12.7,0.417,0.291,0.052,0.112,0.073,0.766,0.063,0.0,0.0,0.0,50.618,1.007,"{'id': '222fb320-6e55-4672-846a-b6d5a24a45f4', 'name': 'Gemma 3 4B Instruct', 'slug': 'gemma-3-4b', 'release_date': '2025-03-12', 'model_creator': {'id': 'faddc6d9-2c14-445f-9b28-56726f59c793', 'name': 'Google', 'slug': 'google'}, 'evaluations': {'artificial_analysis_intelligence_index': 14.7, 'artificial_analysis_coding_index': 6.4, 'artificial_analysis_math_index': 12.7, 'mmlu_pro': 0.417, 'gpqa': 0.291, 'hle': 0.052, 'livecodebench': 0.112, 'scicode': 0.073, 'math_500': 0.766, 'aime': 0.063, 'aime_25': 0.127, 'ifbench': 0.283, 'lcr': 0.057, 'terminalbench_hard': 0.007, 'tau2': 0.05}, 'pricing': {'price_1m_blended_3_to_1': 0, 'price_1m_input_tokens': 0, 'price_1m_output_tokens': 0}, 'median_output_tokens_per_second': 50.618, 'median_time_to_first_token_seconds': 1.007, 'median_time_to_first_answer_token': 1.007}",artificial_analysis_api,True,artificial_analysis,222fb320-6e55-4672-846a-b6d5a24a45f4,Gemma 3 4B Instruct,0.0,0.0,google,google/gemma-3-4b-it,6.4,vectara_leaderboard,,93.6,67.3,,google/gemma-3-4b-it,artificial_analysis,https://artificialanalysis.ai,16.62,0,bayesian_latent_factor,-0.877,0.204,5.28,28.19,54.3,Google Gemma 3,57.0,Google Gemma 3,https://ai.google.dev/gemma/docs,https://ai.google.dev/gemma/docs,-1.181,0.187,17.1,bayesian,51.546391752577314,51.515151515151516,,,,,,,,,-1.651,0.243,23.9,bayesian,-0.165,0.895,65.2,bayesian,11.5,predicted,71.81,62.76,80.86,10,-1.002,0.22,19.5,bayesian,0.05,0.007,,,,,,-1.117,0.312,1.8,bayesian,,,32.7,0.2877,1048576.0,1048.0,Bulk Ops (High Throughput),1091.0,Google,Gemma,gemini-2.0-flash-lite,57.831325301204814,94.68769136558481,78.89765662362505,57.60210803689064,79.3103448275862,76.51960784313725,71.64948453608247,72.24600456621005,76.70361247947454,52.666666666666664,0.283,0.127,0.057,Google,Apache 2.0,222.0,2025-12-02,,,,,,,,False,False,False
2443ac9e-a3db-423d-accb-8963f6fb0a53,Grok 3,grok-3,xAI,xai,45.3,30.0,58.0,0.799,0.693,0.051,0.425,0.368,0.87,0.33,3.0,15.0,6.0,58.852,0.728,"{'id': '2443ac9e-a3db-423d-accb-8963f6fb0a53', 'name': 'Grok 3', 'slug': 'grok-3', 'release_date': '2025-02-19', 'model_creator': {'id': 'a1e3ddcf-d3e4-44a5-9e8f-029a69850875', 'name': 'xAI', 'slug': 'xai'}, 'evaluations': {'artificial_analysis_intelligence_index': 45.3, 'artificial_analysis_coding_index': 30, 'artificial_analysis_math_index': 58, 'mmlu_pro': 0.799, 'gpqa': 0.693, 'hle': 0.051, 'livecodebench': 0.425, 'scicode': 0.368, 'math_500': 0.87, 'aime': 0.33, 'aime_25': 0.58, 'ifbench': 0.469, 'lcr': 0.547, 'terminalbench_hard': 0.106, 'tau2': 0.488}, 'pricing': {'price_1m_blended_3_to_1': 6, 'price_1m_input_tokens': 3, 'price_1m_output_tokens': 15}, 'median_output_tokens_per_second': 58.852, 'median_time_to_first_token_seconds': 0.728, 'median_time_to_first_answer_token': 0.728}",artificial_analysis_api,True,artificial_analysis,2443ac9e-a3db-423d-accb-8963f6fb0a53,Grok 3,3.0,15.0,xai,x-ai/grok-3,5.8,vectara_leaderboard,,94.2,93.0,,xai-org/grok-3,artificial_analysis,https://artificialanalysis.ai,48.54,0,bayesian_latent_factor,0.218,0.212,36.21,60.44,91.2,xAI Grok-3,87.5,xAI Grok-3,https://x.ai/blog/grok-3,https://x.ai/blog/grok-3,0.501,0.163,59.7,bayesian,74.0,69.0,86.0,77.0,88.0,100.0,81.0,79.0,81.0,84.0,0.614,0.19,79.5,bayesian,0.317,0.843,91.5,bayesian,44.63,combined,83.07,76.7,89.43,10,0.174,0.224,52.9,bayesian,0.488,0.106,,,,,,0.139,0.318,37.6,bayesian,,,7.0,0.6322,131072.0,131.0,Frontier (Complex Reasoning),1283.0,,,,79.8603504928806,75.44396815676669,86.32233381157342,88.76152832674572,80.42319749216301,94.2892156862745,66.3622974963181,86.21575342465752,77.66830870279146,95.33333333333334,0.469,0.58,0.547,xAI,Proprietary,119.0,2025-12-02,,,,,,,,False,False,False
2660d74f-ce79-48a8-8b53-6e668e2071a2,Claude Opus 4.5 (Reasoning),claude-opus-4-5-thinking,Anthropic,anthropic,69.8,60.2,91.3,0.895,0.866,0.284,0.871,0.495,0.99,1.0,5.0,25.0,10.0,65.626,2.196,"{'id': '2660d74f-ce79-48a8-8b53-6e668e2071a2', 'name': 'Claude Opus 4.5 (Reasoning)', 'slug': 'claude-opus-4-5-thinking', 'release_date': '2025-11-24', 'model_creator': {'id': 'f0aa413f-e8ae-4fcd-9c48-0e049f4f3128', 'name': 'Anthropic', 'slug': 'anthropic'}, 'evaluations': {'artificial_analysis_intelligence_index': 69.8, 'artificial_analysis_coding_index': 60.2, 'artificial_analysis_math_index': 91.3, 'mmlu_pro': 0.895, 'gpqa': 0.866, 'hle': 0.284, 'livecodebench': 0.871, 'scicode': 0.495, 'math_500': None, 'aime': None, 'aime_25': 0.913, 'ifbench': 0.58, 'lcr': 0.74, 'terminalbench_hard': 0.44, 'tau2': 0.895}, 'pricing': {'price_1m_blended_3_to_1': 10, 'price_1m_input_tokens': 5, 'price_1m_output_tokens': 25}, 'median_output_tokens_per_second': 65.626, 'median_time_to_first_token_seconds': 2.196, 'median_time_to_first_answer_token': 32.672}",artificial_analysis_api,True,artificial_analysis,2660d74f-ce79-48a8-8b53-6e668e2071a2,Claude Opus 4.5 (Reasoning),5.0,25.0,anthropic,anthropic/claude-opus-4.5,43.0,Voronoi 2025,Hallucination Rate,89.1,98.7,,,artificial_analysis_estimated,https://artificialanalysis.ai,93.15,0,bayesian_latent_factor,1.748,0.218,80.76,105.39,94.2,Anthropic Claude 4,91.5,Anthropic Claude 4,https://www.anthropic.com/news/claude-4,https://www.anthropic.com/news/claude-4,1.89,0.199,95.0,bayesian,73.0,69.0,3.0,2.0,2.0,1.0,4.0,4.0,2.0,1.0,1.345,0.241,97.4,bayesian,-0.084,0.945,69.7,bayesian,92.05,combined,84.6,81.89,87.3,10,1.623,0.236,94.1,bayesian,0.895,0.44,,,,,,2.328,0.372,100.0,bayesian,,,1.3,1.7156,200000.0,200.0,Reasoning Specialist,1076.0,Anthropic,Proprietary,claude-opus-4-5-20250514,83.61171960569551,85.22657685241886,85.34194165471067,88.39262187088273,83.00940438871474,92.76960784313727,80.53019145802651,84.8458904109589,80.02873563218391,82.21890547263682,0.58,0.913,0.74,Anthropic,MIT,230.0,2025-12-02,No official MATH-500 score published by Anthropic,,,,,1471.0,,False,False,False
27202e5f-c82d-4710-92e9-4317877d4883,Gemini 2.5 Pro,gemini-2-5-pro,Google,google,59.6,49.3,87.7,0.862,0.844,0.211,0.801,0.428,0.967,0.887,1.25,10.0,3.438,138.148,28.046,"{'id': '27202e5f-c82d-4710-92e9-4317877d4883', 'name': 'Gemini 2.5 Pro', 'slug': 'gemini-2-5-pro', 'release_date': '2025-06-05', 'model_creator': {'id': 'faddc6d9-2c14-445f-9b28-56726f59c793', 'name': 'Google', 'slug': 'google'}, 'evaluations': {'artificial_analysis_intelligence_index': 59.6, 'artificial_analysis_coding_index': 49.3, 'artificial_analysis_math_index': 87.7, 'mmlu_pro': 0.862, 'gpqa': 0.844, 'hle': 0.211, 'livecodebench': 0.801, 'scicode': 0.428, 'math_500': 0.967, 'aime': 0.887, 'aime_25': 0.877, 'ifbench': 0.487, 'lcr': 0.66, 'terminalbench_hard': 0.248, 'tau2': 0.541}, 'pricing': {'price_1m_blended_3_to_1': 3.438, 'price_1m_input_tokens': 1.25, 'price_1m_output_tokens': 10}, 'median_output_tokens_per_second': 138.148, 'median_time_to_first_token_seconds': 28.046, 'median_time_to_first_answer_token': 28.046}",artificial_analysis_api,True,artificial_analysis,27202e5f-c82d-4710-92e9-4317877d4883,Gemini 2.5 Pro,1.25,10.0,google,google/gemini-2.5-pro-preview-06-05,7.0,vectara_leaderboard,,93.0,99.1,,google/gemini-2.5-pro,artificial_analysis,https://artificialanalysis.ai,85.63,0,bayesian_latent_factor,1.49,0.212,73.64,97.78,92.8,Google Gemini 2.5,89.5,Google Gemini 2.5,https://deepmind.google/technologies/gemini/,https://deepmind.google/technologies/gemini/,1.374,0.179,81.9,bayesian,71.71717171717171,58.58585858585859,7.0,10.0,11.0,22.0,7.0,2.0,9.0,8.0,1.18,0.246,93.4,bayesian,0.003,0.845,74.4,bayesian,86.56,combined,76.32,67.26,85.38,10,1.382,0.225,87.3,bayesian,0.541,0.248,,,,,,0.839,0.297,57.5,bayesian,,,0.9,0.9435,1048576.0,1048.0,Reasoning Specialist,1215.0,Google,Proprietary,gemini-2.0-flash,75.0,88.19444444444444,83.7536780159731,90.2875175315568,,94.70588235294117,71.25,63.33333333333333,74.71428571428571,83.75,0.487,0.877,0.66,Google,Proprietary,162.0,2025-12-02,,,,,,1451.0,,False,False,False
2bfdd17a-e027-4068-a54e-b0e90a6df118,Gemma 3 27B Instruct,gemma-3-27b,Google,google,22.1,12.8,20.7,0.669,0.428,0.047,0.137,0.212,0.883,0.253,0.0,0.0,0.0,48.967,0.68,"{'id': '2bfdd17a-e027-4068-a54e-b0e90a6df118', 'name': 'Gemma 3 27B Instruct', 'slug': 'gemma-3-27b', 'release_date': '2025-03-12', 'model_creator': {'id': 'faddc6d9-2c14-445f-9b28-56726f59c793', 'name': 'Google', 'slug': 'google'}, 'evaluations': {'artificial_analysis_intelligence_index': 22.1, 'artificial_analysis_coding_index': 12.8, 'artificial_analysis_math_index': 20.7, 'mmlu_pro': 0.669, 'gpqa': 0.428, 'hle': 0.047, 'livecodebench': 0.137, 'scicode': 0.212, 'math_500': 0.883, 'aime': 0.253, 'aime_25': 0.207, 'ifbench': 0.318, 'lcr': 0.057, 'terminalbench_hard': 0.035, 'tau2': 0.105}, 'pricing': {'price_1m_blended_3_to_1': 0, 'price_1m_input_tokens': 0, 'price_1m_output_tokens': 0}, 'median_output_tokens_per_second': 48.967, 'median_time_to_first_token_seconds': 0.68, 'median_time_to_first_answer_token': 0.68}",artificial_analysis_api,True,artificial_analysis,2bfdd17a-e027-4068-a54e-b0e90a6df118,Gemma 3 27B Instruct,0.0,0.0,google,google/gemma-3-27b-it,7.4,vectara_leaderboard,,92.6,98.8,,google/gemma-3-27b-it,artificial_analysis,https://artificialanalysis.ai,29.56,0,bayesian_latent_factor,-0.433,0.194,17.61,39.85,74.4,Google Gemma 3,74.0,Google Gemma 3,https://ai.google.dev/gemma/docs,https://ai.google.dev/gemma/docs,-0.763,0.174,27.7,bayesian,62.0,61.0,81.0,100.0,93.0,126.0,105.0,72.0,89.0,87.0,-0.456,0.255,53.2,bayesian,0.204,0.827,85.4,bayesian,38.74,combined,81.7,76.1,87.31,10,-0.56,0.205,32.1,bayesian,0.105,0.035,,,,,,-0.89,0.308,8.2,bayesian,,,1.2,0.4061,131072.0,131.0,Bulk Ops (High Throughput),1102.0,Google,Gemma,gemini-2.0-flash,68.88006571741512,95.39191671769748,82.7953132472501,85.13833992094861,72.75862068965517,88.0392156862745,78.35051546391753,79.72317351598174,87.93103448275862,78.0,0.318,0.207,0.057,Google,Gemma,217.0,2025-12-02,,49.27284215130387,16.666666666666664,38.34958628841608,23.867069486404834,,,False,False,False
2e6400f5-85ca-4ebc-ba8f-c2811a631138,Gemma 3 12B Instruct,gemma-3-12b,Google,google,20.4,10.6,18.3,0.595,0.349,0.048,0.137,0.174,0.853,0.22,0.0,0.0,0.0,50.574,3.478,"{'id': '2e6400f5-85ca-4ebc-ba8f-c2811a631138', 'name': 'Gemma 3 12B Instruct', 'slug': 'gemma-3-12b', 'release_date': '2025-03-12', 'model_creator': {'id': 'faddc6d9-2c14-445f-9b28-56726f59c793', 'name': 'Google', 'slug': 'google'}, 'evaluations': {'artificial_analysis_intelligence_index': 20.4, 'artificial_analysis_coding_index': 10.6, 'artificial_analysis_math_index': 18.3, 'mmlu_pro': 0.595, 'gpqa': 0.349, 'hle': 0.048, 'livecodebench': 0.137, 'scicode': 0.174, 'math_500': 0.853, 'aime': 0.22, 'aime_25': 0.183, 'ifbench': 0.367, 'lcr': 0.067, 'terminalbench_hard': 0.007, 'tau2': 0.108}, 'pricing': {'price_1m_blended_3_to_1': 0, 'price_1m_input_tokens': 0, 'price_1m_output_tokens': 0}, 'median_output_tokens_per_second': 50.574, 'median_time_to_first_token_seconds': 3.478, 'median_time_to_first_answer_token': 3.478}",artificial_analysis_api,True,artificial_analysis,2e6400f5-85ca-4ebc-ba8f-c2811a631138,Gemma 3 12B Instruct,0.0,0.0,google,google/gemma-3-12b-it,4.4,vectara_leaderboard,,95.6,97.4,,google/gemma-3-12b-it,artificial_analysis,https://artificialanalysis.ai,25.95,0,bayesian_latent_factor,-0.557,0.191,14.99,36.82,65.9,Google Gemma 3,70.0,Google Gemma 3,https://ai.google.dev/gemma/docs,https://ai.google.dev/gemma/docs,-0.862,0.177,25.2,bayesian,60.0,56.99999999999999,106.0,147.0,121.0,158.0,107.0,85.0,108.0,99.0,-0.894,0.255,42.5,bayesian,0.107,0.85,80.1,bayesian,26.47,combined,77.94,71.82,84.05,10,-0.698,0.209,28.1,bayesian,0.108,0.007,,,,,,-1.001,0.277,5.1,bayesian,,,2.6,0.4405,60000.0,60.0,Bulk Ops (High Throughput),1233.0,Google,Gemma,gemini-2.0-flash,68.3461117196057,93.98346601347214,82.42467718794835,72.81949934123847,73.99686520376176,87.76960784313725,73.94698085419735,79.72317351598174,79.70032840722496,66.66666666666666,0.367,0.183,0.067,Google,MIT,149.0,2025-12-02,,34.09681853589784,,,13.444108761329304,,,False,False,False
344c6718-c573-41d4-9556-10287a3fa1fc,Nova Micro,nova-micro,Amazon,aws,17.7,8.3,6.0,0.531,0.358,0.047,0.14,0.094,0.703,0.08,0.035,0.14,0.061,269.389,0.326,"{'id': '344c6718-c573-41d4-9556-10287a3fa1fc', 'name': 'Nova Micro', 'slug': 'nova-micro', 'release_date': '2024-12-03', 'model_creator': {'id': 'bb5a4e55-7969-4ab4-8702-3b9fd6547dc2', 'name': 'Amazon', 'slug': 'aws'}, 'evaluations': {'artificial_analysis_intelligence_index': 17.7, 'artificial_analysis_coding_index': 8.3, 'artificial_analysis_math_index': 6, 'mmlu_pro': 0.531, 'gpqa': 0.358, 'hle': 0.047, 'livecodebench': 0.14, 'scicode': 0.094, 'math_500': 0.703, 'aime': 0.08, 'aime_25': 0.06, 'ifbench': 0.294, 'lcr': 0.097, 'terminalbench_hard': 0.014, 'tau2': 0.14}, 'pricing': {'price_1m_blended_3_to_1': 0.061, 'price_1m_input_tokens': 0.035, 'price_1m_output_tokens': 0.14}, 'median_output_tokens_per_second': 269.389, 'median_time_to_first_token_seconds': 0.326, 'median_time_to_first_answer_token': 0.326}",artificial_analysis_api,True,artificial_analysis,344c6718-c573-41d4-9556-10287a3fa1fc,Nova Micro,0.035,0.14,,amazon/nova-micro-v1,1.6,vectara_leaderboard_old_dataset,From Vectara HHEM-2.3 old dataset (Amazon Nova-Micro-V1),98.4,100.0,https://github.com/vectara/hallucination-leaderboard/tree/hhem-2.3-old-dataset,Amazon Nova-Micro-V1,artificial_analysis,https://artificialanalysis.ai,15.89,0,bayesian_latent_factor,-0.902,0.195,4.26,26.79,45.0,Amazon Nova,52.0,Amazon Nova,https://aws.amazon.com/blogs/aws/introducing-amazon-nova/,https://aws.amazon.com/blogs/aws/introducing-amazon-nova/,-1.034,0.187,20.8,bayesian,57.99999999999999,49.0,,,,,,,,,-1.094,0.202,37.6,bayesian,-0.573,1.1,43.0,bayesian,15.05,predicted,60.32,54.55,66.1,10,-1.02,0.217,19.0,bayesian,0.14,0.014,,,,,,-0.913,0.272,7.6,bayesian,,,,,,,,,,,,,,,,,,,,,,0.294,0.06,0.097,,,,,,,,,,,,False,False,False
36f73aaf-d38a-4b56-a2b3-d04d17186910,gpt-oss-20B (high),gpt-oss-20b,OpenAI,openai,52.1,40.7,89.3,0.748,0.688,0.098,0.777,0.344,0.894,,0.07,0.2,0.1,236.6,0.551,"{'id': '36f73aaf-d38a-4b56-a2b3-d04d17186910', 'name': 'gpt-oss-20B (high)', 'slug': 'gpt-oss-20b', 'release_date': '2025-08-05', 'model_creator': {'id': 'e67e56e3-15cd-43db-b679-da4660a69f41', 'name': 'OpenAI', 'slug': 'openai'}, 'evaluations': {'artificial_analysis_intelligence_index': 52.1, 'artificial_analysis_coding_index': 40.7, 'artificial_analysis_math_index': 89.3, 'mmlu_pro': 0.748, 'gpqa': 0.688, 'hle': 0.098, 'livecodebench': 0.777, 'scicode': 0.344, 'math_500': None, 'aime': None, 'aime_25': 0.893, 'ifbench': 0.651, 'lcr': 0.307, 'terminalbench_hard': 0.099, 'tau2': 0.602}, 'pricing': {'price_1m_blended_3_to_1': 0.1, 'price_1m_input_tokens': 0.07, 'price_1m_output_tokens': 0.2}, 'median_output_tokens_per_second': 236.6, 'median_time_to_first_token_seconds': 0.551, 'median_time_to_first_answer_token': 9.005}",artificial_analysis_api,True,artificial_analysis,36f73aaf-d38a-4b56-a2b3-d04d17186910,gpt-oss-20B (high),0.07,0.2,openai,openai/gpt-oss-20b,93.2,Voronoi 2025,Hallucination Rate,,,,,artificial_analysis,https://artificialanalysis.ai,77.55,0,bayesian_latent_factor,1.213,0.263,63.12,93.27,,,,,,,0.995,0.167,72.3,bayesian,55.42168674698795,53.73134328358209,135.0,110.0,136.0,113.0,102.0,171.0,152.0,150.0,0.421,0.218,74.7,bayesian,-0.856,1.219,27.5,bayesian,24.17,combined,80.93,72.05,89.82,10,1.07,0.267,78.4,bayesian,0.602,0.099,,,,,,0.325,0.436,42.9,bayesian,,,,,,,,,,,,,,,,,,,,,,0.651,0.893,0.307,,,,,,,,,,,,False,False,False
3b608b70-6434-4baa-99ad-45d499703c67,GPT-4.1,gpt-4-1,OpenAI,openai,43.4,32.2,34.7,0.806,0.666,0.046,0.457,0.381,0.913,0.437,2.0,8.0,3.5,91.809,0.555,"{'id': '3b608b70-6434-4baa-99ad-45d499703c67', 'name': 'GPT-4.1', 'slug': 'gpt-4-1', 'release_date': '2025-04-14', 'model_creator': {'id': 'e67e56e3-15cd-43db-b679-da4660a69f41', 'name': 'OpenAI', 'slug': 'openai'}, 'evaluations': {'artificial_analysis_intelligence_index': 43.4, 'artificial_analysis_coding_index': 32.2, 'artificial_analysis_math_index': 34.7, 'mmlu_pro': 0.806, 'gpqa': 0.666, 'hle': 0.046, 'livecodebench': 0.457, 'scicode': 0.381, 'math_500': 0.913, 'aime': 0.437, 'aime_25': 0.347, 'ifbench': 0.43, 'lcr': 0.61, 'terminalbench_hard': 0.128, 'tau2': 0.471}, 'pricing': {'price_1m_blended_3_to_1': 3.5, 'price_1m_input_tokens': 2, 'price_1m_output_tokens': 8}, 'median_output_tokens_per_second': 91.809, 'median_time_to_first_token_seconds': 0.555, 'median_time_to_first_answer_token': 0.555}",artificial_analysis_api,True,artificial_analysis,3b608b70-6434-4baa-99ad-45d499703c67,GPT-4.1,2.0,8.0,openai,openai/gpt-4.1,2.0,vectara_leaderboard_old_dataset,From Vectara HHEM-2.3 old dataset (OpenAI GPT-4.1),98.0,100.0,https://github.com/vectara/hallucination-leaderboard/tree/hhem-2.3-old-dataset,OpenAI GPT-4.1,artificial_analysis,https://artificialanalysis.ai,45.28,0,bayesian_latent_factor,0.106,0.192,34.26,55.89,67.0,OpenAI GPT-4 Paper,80.1,OpenAI GPT-4 Paper,https://arxiv.org/abs/2303.08774,https://arxiv.org/abs/2303.08774,0.423,0.157,57.8,bayesian,72.0,69.0,41.0,55.0,42.0,42.0,79.0,24.0,46.0,34.0,0.575,0.201,78.5,bayesian,0.334,0.848,92.5,bayesian,64.96,combined,82.48,78.18,86.78,10,0.011,0.207,48.3,bayesian,0.471,0.128,33.2,agentless,SWE-bench original paper,https://arxiv.org/abs/2310.06770,Original evaluation,0.198,0.277,39.3,bayesian,,26.0,0.1,0.2602,1047576.0,1047.0,Frontier (Complex Reasoning),1076.0,OpenAI,Proprietary,gpt-4.1,70.75575027382256,85.22657685241886,85.47345767575322,86.58761528326747,76.97492163009404,90.53921568627452,76.6421207658321,81.09303652968036,84.87274220032842,86.66666666666667,0.43,0.347,0.61,OpenAI,Proprietary,239.0,2025-12-02,,,,,,,0.806,False,False,False
3bc32f13-5afa-4e28-bce1-10e57376686b,Command A,command-a,Cohere,cohere,26.9,19.2,13.0,0.712,0.527,0.046,0.287,0.281,0.819,0.097,2.5,10.0,4.375,58.691,0.399,"{'id': '3bc32f13-5afa-4e28-bce1-10e57376686b', 'name': 'Command A', 'slug': 'command-a', 'release_date': '2025-03-13', 'model_creator': {'id': '671d3708-c407-4b8f-b350-f728e4689d26', 'name': 'Cohere', 'slug': 'cohere'}, 'evaluations': {'artificial_analysis_intelligence_index': 26.9, 'artificial_analysis_coding_index': 19.2, 'artificial_analysis_math_index': 13, 'mmlu_pro': 0.712, 'gpqa': 0.527, 'hle': 0.046, 'livecodebench': 0.287, 'scicode': 0.281, 'math_500': 0.819, 'aime': 0.097, 'aime_25': 0.13, 'ifbench': 0.365, 'lcr': 0.18, 'terminalbench_hard': 0.007, 'tau2': 0.152}, 'pricing': {'price_1m_blended_3_to_1': 4.375, 'price_1m_input_tokens': 2.5, 'price_1m_output_tokens': 10}, 'median_output_tokens_per_second': 58.691, 'median_time_to_first_token_seconds': 0.399, 'median_time_to_first_answer_token': 0.399}",artificial_analysis_api,True,artificial_analysis,3bc32f13-5afa-4e28-bce1-10e57376686b,Command A,2.5,10.0,,cohere/command-a-03-2025,9.3,vectara_leaderboard,,90.7,97.6,,CohereLabs/command-a-03-2025,artificial_analysis,https://artificialanalysis.ai,22.48,0,bayesian_latent_factor,-0.676,0.203,11.02,33.99,76.0,Cohere Command A,74.0,Cohere Command A,https://cohere.com/command,https://cohere.com/command,-0.429,0.159,36.2,bayesian,67.0,62.0,90.0,98.0,92.0,94.0,114.0,82.0,92.0,85.0,-0.075,0.208,62.6,bayesian,0.215,0.829,86.0,bayesian,36.24,combined,81.99,77.15,86.83,10,-0.745,0.216,26.8,bayesian,0.152,0.007,,,,,,-0.924,0.269,7.3,bayesian,,,2.4,0.9251,256000.0,256.0,Frontier (Complex Reasoning),1169.0,Cohere,CC-BY-NC-4.0,,71.960569550931,81.96570728720147,85.47345767575322,85.13833992094861,80.17241379310344,92.14460784313725,70.29455081001473,82.79109589041096,81.30131362889983,88.66666666666667,0.365,0.13,0.18,Cohere,CC-BY-NC-4.0,183.0,2025-12-02,,,,,,,,False,False,False
